"model","problem","subproblem","covariance_step_run","minimization_successful","covariance_step_successful","covariance_step_warnings","estimate_near_boundary","rounding_errors","zero_gradients","final_zero_gradients","hessian_reset","s_matrix_singular","significant_digits","condition_number","est_methods","model_run_time","subprob_est_time","subprob_cov_time","ofv","[1] CL (L/d)","VMAX","KM","[2,3] V1 (L)","V2","Q","CLALB","IIV CL","EPS(1), proportional","EPS(2)","se[1] CL (L/d)","seVMAX","seKM","se[2,3] V1 (L)","seV2","seQ","seCLALB","seIIV CL","seEPS(1), proportional","seEPS(2)","shrinkage_eta1(%)","shrinkage_iwres(%)","EI1","EI2","EI3","EI4","EI5","EI6","EI7","EI8","EI9","EI10"
149,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,413.56,0,5196.5675699602862,0.942747,1.37959,0.00757946,4.42486,0.00030686,12.9974,-3.66777,0.366298,0.327343,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,509.25,0,2880.7389643171946,0.942886,1.3797,0.00758014,4.4231,0.000306841,12.9988,-3.66825,0.366124,0.327129,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,1,1,0,0,0,0,0,1,0,0,0,0,2.8,NA,FOCE_I,NA,209.72,0,3863.9734517585234,0.942903,1.37972,0.00757968,4.42301,0.000306981,12.9981,-3.66871,0.366112,0.327129,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,303.28,0,3594.6802581073234,0.942951,1.37966,0.00758006,4.4228,0.000306966,12.9979,-3.66934,0.366126,0.327115,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,1,1,0,0,0,0,0,1,0,0,0,0,2.3,NA,FOCE_I,NA,466.4,0,6501.5876244171495,0.942932,1.37966,0.00757957,4.42292,0.000305928,12.9978,-3.66903,0.366112,0.327136,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,414.51,0,3313.0928412667258,0.94267,1.37968,0.00758058,4.42339,0.000306963,12.9972,-3.6645,0.366122,0.32716,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,1,1,0,1,0,0,0,0,0,0,0,0,3,NA,FOCE_I,NA,401.89,0,6131.4524517265854,0.942938,1.37978,0.00757954,4.42285,0.000306497,12.9978,-3.66915,0.36613,0.327131,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,1,1,0,0,0,0,0,1,0,0,0,0,2.7,NA,FOCE_I,NA,563.72,0,6046.8681938287573,0.942886,1.37958,0.00757966,4.42317,0.000306969,12.9987,-3.6687,0.366145,0.327187,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157,1,1,0,0,0,0,0,1,0,0,0,0,2.4,NA,FOCE_I,NA,257.78,0,6047.5203775824957,0.942903,1.37972,0.00757968,4.42301,0.000306981,12.9981,-3.66871,0.366112,0.327129,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158,1,1,0,1,0,0,0,0,0,0,0,0,3.5,NA,FOCE_I,NA,744.03,0,5255.7019972959188,0.942669,1.37974,0.00757385,4.42274,0.000306802,13.0043,-3.67277,0.365902,0.32713,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,493.87,0,5038.8562832106454,0.942954,1.37978,0.00755033,4.41135,0.000305861,12.945,-3.6686,0.36611,0.326314,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,1,1,0,1,0,0,0,0,0,0,0,0,3.6,NA,FOCE_I,NA,479.68,0,3789.3947799496400,0.942943,1.37973,0.00757887,4.42273,0.000306963,12.9972,-3.66912,0.366164,0.327096,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161,1,1,0,0,0,0,0,1,0,0,0,0,NA,NA,FOCE_I,NA,475.52,0,5872.1347417002025,0.942436,1.38022,0.0075793,4.41595,0.00030692,12.9992,-5.41674,0.365977,0.329235,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,1,1,0,0,0,0,0,1,0,0,0,0,1.7,NA,FOCE_I,NA,211.18,0,5008.3335468945324,0.942903,1.37972,0.00757968,4.42301,0.000306981,12.9981,-3.66871,0.366112,0.327129,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,351.41,0,5081.0882864052692,0.942899,1.37952,0.00757959,4.42297,0.000306979,12.9979,-3.66879,0.366121,0.32714,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,252.58,0,2985.4125107574755,0.942878,1.37972,0.00757969,4.42307,0.000306981,12.9981,-3.67216,0.366112,0.327133,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165,1,1,0,0,0,0,0,1,0,0,0,0,NA,NA,FOCE_I,NA,398.54,0,4387.9223459049272,0.94291,1.37973,0.00757979,4.42296,0.000306985,12.9979,-3.6686,0.366113,0.326837,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166,1,1,0,0,0,0,0,1,0,0,0,0,2.6,NA,FOCE_I,NA,437.19,0,4886.4846440448537,0.942798,1.37967,0.00757979,4.42289,0.000306982,12.9988,-3.66852,0.366132,0.327137,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167,1,1,0,1,0,0,0,0,0,0,1,0,3.3,NA,FOCE_I,NA,574.67,0,7461.2301526097744,0.942913,1.37973,0.00757859,4.42281,0.000306948,12.9922,-3.68173,0.366181,0.327173,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,1,1,0,0,0,0,0,1,0,0,0,0,NA,NA,FOCE_I,NA,553.55,0,4306.6678732134678,0.942889,1.37983,0.00758071,4.42277,0.000306952,12.9952,-3.66958,0.365775,0.327129,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,1,1,0,0,0,0,0,1,0,0,0,0,2.9,NA,FOCE_I,NA,215.23,0,6817.7802952894272,0.942903,1.37972,0.00757968,4.42301,0.000306981,12.9981,-3.66871,0.366112,0.327129,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,319.51,0,6301.5473427180787,0.942941,1.37978,0.00757953,4.42282,0.00030697,12.9978,-3.66909,0.366132,0.327136,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171,1,1,0,1,0,0,0,0,0,0,0,0,3,NA,FOCE_I,NA,437.34,0,4993.1051118414753,0.942938,1.37976,0.00758004,4.42282,0.000306963,13.0732,-3.66928,0.366098,0.327114,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172,1,1,0,0,0,0,0,1,0,0,0,0,2.9,NA,FOCE_I,NA,202.15,0,4155.5603018464490,0.942903,1.37972,0.00757968,4.42301,0.000306981,12.9981,-3.66871,0.366112,0.327129,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173,1,1,0,0,0,0,0,1,0,0,0,0,2.9,NA,FOCE_I,NA,435.07,0,5795.7203849405732,0.942847,1.37973,0.00757928,4.42287,0.000307003,12.9974,-3.67807,0.366075,0.327247,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
174,1,1,0,0,0,0,0,1,0,0,0,0,2.9,NA,FOCE_I,NA,542.19,0,3334.2804869516590,0.942916,1.37971,0.00757958,4.42296,0.000306969,12.9977,-3.66904,0.366068,0.327124,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175,1,1,0,0,0,0,0,1,0,0,0,0,2.9,NA,FOCE_I,NA,213.15,0,5477.4434486919936,0.942903,1.37972,0.00757968,4.42301,0.000306981,12.9981,-3.66871,0.366112,0.327129,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176,1,1,0,0,0,0,0,1,0,0,0,0,2.8,NA,FOCE_I,NA,226.47,0,4021.9004082979195,0.942903,1.37972,0.00757968,4.42301,0.000306981,12.9981,-3.66871,0.366112,0.327129,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
177,1,1,0,0,0,0,0,1,0,0,0,0,2.1,NA,FOCE_I,NA,447.86,0,5993.2426629552510,0.94283,1.37972,0.00757981,4.42293,0.000307007,12.9983,-3.6773,0.366119,0.327184,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178,1,1,0,0,0,0,0,1,0,0,0,0,2.7,NA,FOCE_I,NA,220.67,0,5594.3271782038391,0.942903,1.37972,0.00757968,4.42301,0.000306981,12.9981,-3.66871,0.366112,0.327129,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
179,1,1,0,0,0,0,0,1,0,0,0,0,NA,NA,FOCE_I,NA,364.73,0,6483.6902272974494,0.942951,1.37978,0.00757961,4.42276,0.000306966,12.9977,-3.66902,0.366116,0.32711,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,282.16,0,6562.4738424689285,0.941626,1.37947,0.00757955,4.42688,0.000307039,12.9999,-4.00415,0.36609,0.327366,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181,1,1,0,1,0,0,0,0,0,0,0,0,3,NA,FOCE_I,NA,273.13,0,5143.8929858999236,0.942888,1.37972,0.00757969,4.42305,0.000306981,12.9981,-3.68007,0.366112,0.32713,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
182,1,1,0,0,0,0,0,1,0,0,0,0,2.9,NA,FOCE_I,NA,338.34,0,6632.7681199841099,0.942952,1.37978,0.00758013,4.42283,0.000306966,12.9978,-3.66896,0.366119,0.327107,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
183,1,1,0,0,0,0,0,1,0,0,0,0,2.4,NA,FOCE_I,NA,338.7,0,3979.7213686074751,0.942955,1.37978,0.00757987,4.4229,0.000306937,12.9979,-3.66899,0.36612,0.327068,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
184,1,1,0,0,0,0,0,1,0,0,0,0,NA,NA,FOCE_I,NA,518.57,0,4854.1384828582977,0.942882,1.37954,0.00758175,4.42335,0.000306962,13.0003,-3.68236,0.366166,0.327085,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
185,1,1,0,0,0,0,0,1,0,0,0,0,2.6,NA,FOCE_I,NA,253.54,0,5645.7187293784355,0.941108,1.37945,0.00758083,4.4271,0.000307018,12.9977,-3.92748,0.366093,0.327559,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
186,1,1,0,0,0,0,0,1,0,0,0,0,2.9,NA,FOCE_I,NA,218.42,0,6235.1249647992308,0.942903,1.37972,0.00757968,4.42301,0.000306981,12.9981,-3.66871,0.366112,0.327129,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
187,1,1,0,0,0,0,0,1,0,0,0,0,2.9,NA,FOCE_I,NA,222.36,0,5840.7873444246106,0.942903,1.37972,0.00757968,4.42301,0.000306981,12.9981,-3.66871,0.366112,0.327129,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,1,1,0,0,0,0,0,1,0,0,0,0,2.7,NA,FOCE_I,NA,351.09,0,5861.2434931075104,0.942897,1.37971,0.00757963,4.4228,0.000306973,12.998,-3.66877,0.366118,0.327147,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
189,1,1,0,0,0,0,0,1,0,0,0,0,NA,NA,FOCE_I,NA,472.31,0,5097.2480482557776,0.942873,1.37976,0.0075799,4.42222,0.000306985,13.0005,-3.67934,0.366239,0.327141,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190,1,1,0,0,0,0,0,1,0,0,0,0,2.9,NA,FOCE_I,NA,523.79,0,2662.0004217613591,0.942868,1.37968,0.00757994,4.42333,0.0003067,12.9859,-3.66889,0.366145,0.327169,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,332.43,0,4842.6085767004324,0.942938,1.37966,0.00757957,4.4228,0.000306967,12.9978,-3.66879,0.366133,0.327127,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
192,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,391.61,0,3442.0757710693824,0.942915,1.37962,0.00757948,4.42311,0.00030704,12.9975,-3.66945,0.366144,0.327128,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
193,1,1,0,0,0,0,0,1,0,0,0,0,2.9,NA,FOCE_I,NA,193.62,0,4673.9296816138567,0.942903,1.37972,0.00757968,4.42301,0.000306981,12.9981,-3.66871,0.366112,0.327129,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
194,1,1,0,0,0,0,0,1,0,0,0,0,2.2,NA,FOCE_I,NA,401.96,0,6594.3597181257128,0.942948,1.37978,0.00757952,4.42276,0.000306966,12.9977,-3.66918,0.366124,0.327077,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
195,1,1,0,0,0,0,0,1,0,0,0,0,2.9,NA,FOCE_I,NA,620.57,0,5339.9613481571851,0.942921,1.37969,0.00757934,4.42316,0.000306962,12.9985,-3.68135,0.365454,0.327138,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,309.12,0,4576.1602333884921,0.942884,1.37972,0.00757969,4.42306,0.000306981,12.9981,-3.67216,0.366112,0.327132,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,401.29,0,5203.7805788241139,0.942922,1.37975,0.00757961,4.42294,0.000306943,12.9979,-3.66911,0.366115,0.327129,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198,1,1,0,0,0,0,0,1,0,0,0,0,2.9,NA,FOCE_I,NA,506.37,0,5487.0861141271644,1.09273,1.4201,0.00771236,3.87263,0.000307863,13.0266,0.312711,0.366198,0.354572,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199,1,1,0,0,0,0,0,1,0,0,0,0,2.9,NA,FOCE_I,NA,380.94,0,4987.2377888208639,0.942932,1.3797,0.00757952,4.42294,0.000306957,12.9978,-3.66908,0.366107,0.32713,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,1,1,0,0,0,0,0,1,0,0,0,0,2.9,NA,FOCE_I,NA,206.14,0,6565.3260140429338,0.942903,1.37972,0.00757968,4.42301,0.000306981,12.9981,-3.66871,0.366112,0.327129,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,398.96,0,6135.0432527024186,0.940532,1.37941,0.00758006,4.4271,0.000306968,12.9981,-3.98049,0.36597,0.327891,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202,1,1,0,1,0,0,0,0,0,0,1,0,3.2,NA,FOCE_I,NA,583.69,0,6384.7549334783143,0.942879,1.37975,0.00758,4.42254,0.000306973,12.9983,-3.67763,0.366161,0.327294,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203,1,1,0,0,0,0,0,1,0,0,0,0,2.9,NA,FOCE_I,NA,207.54,0,6374.4061712369194,0.942903,1.37972,0.00757968,4.42301,0.000306981,12.9981,-3.66871,0.366112,0.327129,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
204,1,1,0,0,0,0,0,1,0,0,0,0,2.3,NA,FOCE_I,NA,390.81,0,5826.9694579788711,0.942914,1.37971,0.00757977,4.42299,0.000306958,12.9981,-3.66885,0.366113,0.327129,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
205,1,1,0,0,0,0,0,1,0,0,0,0,2.8,NA,FOCE_I,NA,223.68,0,6472.3487993882873,0.942903,1.37972,0.00757968,4.42301,0.000306981,12.9981,-3.66871,0.366112,0.327129,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,227.07,0,3371.8609672597972,0.861262,1.36861,0.00760187,4.61343,0.000306422,13.0145,-0.88773,0.364693,0.352098,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
207,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,188.84,0,5439.0653694537168,0.942903,1.37972,0.00757968,4.42301,0.000306981,12.9981,-3.66871,0.366112,0.327129,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,1,1,0,0,0,0,0,1,0,0,0,0,1.9,NA,FOCE_I,NA,663.5,0,6871.8003528597428,0.942956,1.37982,0.00757976,4.42299,0.00030702,12.9984,-3.6693,0.366119,0.327121,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
209,1,1,0,0,0,0,0,1,0,0,0,0,2.7,NA,FOCE_I,NA,233.25,0,5287.0357004258194,0.942892,1.37972,0.00757969,4.42304,0.000306981,12.9981,-3.67216,0.366112,0.327129,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,681.47,0,3995.0818124738321,0.940019,1.37905,0.00757984,4.43175,0.000306992,12.9972,-4.08962,0.366108,0.326617,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
211,1,1,0,0,0,0,0,1,0,0,0,0,2.8,NA,FOCE_I,NA,418.36,0,4212.0037196338217,0.942717,1.37974,0.00757858,4.42324,0.000307027,12.9965,-3.689,0.365957,0.327185,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,438.71,0,6058.7100949543446,0.942933,1.37971,0.00757989,4.42294,0.000306981,12.9984,-3.66901,0.366119,0.327134,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213,1,1,0,0,0,0,0,1,0,0,0,0,NA,NA,FOCE_I,NA,226.36,0,5170.5889035076816,0.942903,1.37972,0.00757968,4.42301,0.000306981,12.9981,-3.66871,0.366112,0.327129,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,1,1,0,0,0,0,0,1,0,0,0,0,2.6,NA,FOCE_I,NA,393.99,0,4037.0905627084867,0.942931,1.37975,0.00757976,4.42278,0.000306974,12.9972,-3.66905,0.366117,0.326984,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
215,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,416.87,0,6175.5675137638245,0.942915,1.37969,0.00757963,4.42291,0.000306963,12.9979,-3.66848,0.366141,0.327148,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216,1,1,0,0,0,0,0,1,0,0,0,0,NA,NA,FOCE_I,NA,465.13,0,4950.5812401129569,0.942737,1.37971,0.00757987,4.42351,0.000306986,12.9981,-3.68504,0.366105,0.327199,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,1,1,0,0,0,0,0,1,0,0,0,0,2.3,NA,FOCE_I,NA,527.9,0,4491.4973720880344,0.942841,1.3797,0.00758399,4.42266,0.000307003,12.9918,-3.66973,0.366181,0.327131,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,1,1,0,0,0,0,0,1,0,0,0,0,2.7,NA,FOCE_I,NA,191.25,0,3800.2418955905068,0.942903,1.37972,0.00757968,4.42301,0.000306981,12.9981,-3.66871,0.366112,0.327129,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,341.2,0,4946.9144712842808,0.942958,1.37978,0.00757982,4.42284,0.000306982,12.9988,-3.6695,0.36614,0.327194,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,254.57,0,5650.6758867279977,0.94282,1.37971,0.00757972,4.42319,0.000306982,12.9981,-3.67927,0.366111,0.327153,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,459.05,0,4854.4542277293895,0.942831,1.37985,0.00757934,4.42305,0.000306968,12.9967,-3.67881,0.366114,0.327174,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,1,1,0,0,0,0,0,1,0,0,0,0,NA,NA,FOCE_I,NA,224.53,0,6728.8382886596301,0.942903,1.37972,0.00757968,4.42301,0.000306981,12.9981,-3.66871,0.366112,0.327129,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,1,1,0,1,0,0,0,0,0,0,0,0,3.4,NA,FOCE_I,NA,359.84,0,5504.6641640852858,0.942952,1.37961,0.00757941,4.42269,0.000306979,12.9975,-3.66882,0.366158,0.327157,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,485.36,0,5467.1940700783598,0.942957,1.3798,0.00758054,4.42238,0.000306968,12.9981,-3.66793,0.366141,0.327021,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,1,1,0,0,0,0,0,1,0,0,0,0,NA,NA,FOCE_I,NA,222.59,0,4379.3599752371192,0.942903,1.37972,0.00757968,4.42301,0.000306981,12.9981,-3.66871,0.366112,0.327129,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
